pregid,postgid,frequency,dt,path
156274,139121,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/156274-139121/50Hz_50ms/simulation.batch
141511,137626,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/141511-137626/50Hz_50ms/simulation.batch
156997,141400,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/156997-141400/50Hz_50ms/simulation.batch
141857,157445,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/141857-157445/50Hz_50ms/simulation.batch
145193,140977,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/145193-140977/50Hz_50ms/simulation.batch
153529,159057,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/153529-159057/50Hz_50ms/simulation.batch
150640,153194,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/150640-153194/50Hz_50ms/simulation.batch
152106,136354,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/152106-136354/50Hz_50ms/simulation.batch
139122,145761,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/139122-145761/50Hz_50ms/simulation.batch
155170,154167,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/155170-154167/50Hz_50ms/simulation.batch
137976,142446,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/137976-142446/50Hz_50ms/simulation.batch
158135,141958,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/158135-141958/50Hz_50ms/simulation.batch
142240,150428,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/142240-150428/50Hz_50ms/simulation.batch
160066,153321,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/160066-153321/50Hz_50ms/simulation.batch
136765,157737,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/136765-157737/50Hz_50ms/simulation.batch
143687,142046,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/143687-142046/50Hz_50ms/simulation.batch
150400,151372,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/150400-151372/50Hz_50ms/simulation.batch
141134,136988,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/141134-136988/50Hz_50ms/simulation.batch
159149,142865,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/159149-142865/50Hz_50ms/simulation.batch
157386,137013,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/157386-137013/50Hz_50ms/simulation.batch
162046,153996,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/162046-153996/50Hz_50ms/simulation.batch
136230,140870,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/136230-140870/50Hz_50ms/simulation.batch
140542,138181,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/140542-138181/50Hz_50ms/simulation.batch
147420,139910,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/147420-139910/50Hz_50ms/simulation.batch
